r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
1.5,0.0,-3.5,2.6666666666666665,0.0,0.0,0.0,0.0,solved,0.3786542861562036,200,0.2060373628911905,0,1.000000024485943,1.0,True,1,0.57,0.58,2.02149404055536e-15,solved,,L1_00091
1.5,0.0,-3.5,2.833333333333333,0.0,0.0,0.0,0.0,solved,0.4029411679367947,200,0.2089039148158156,0,0.9996368488309209,1.0,True,1,0.52,0.45,1.0188788986630703e-05,solved,,L1_00092
1.5,0.0,-3.5,3.0,0.0,0.0,0.0,0.0,solved,0.427368893201082,200,0.21247051561968927,0,0.9996333440409524,1.0,True,1,0.55,0.44,3.0097378216908943e-06,solved,,L1_00093
1.5,0.0,-3.5,3.1666666666666665,0.0,0.0,0.0,0.0,solved,0.4518063258745232,200,0.216679967800436,0,0.9996183195891445,1.0,True,1,0.55,0.43,9.676051287987875e-07,solved,,L1_00094
1.5,0.0,-3.5,3.333333333333333,0.0,0.0,0.0,0.0,solved,0.47646483972669595,200,0.22153677360989876,0,1.0000005820217157,1.0,True,1,0.58,1.00,1.7763568394002505e-15,solved,,L1_00095
1.5,0.0,-3.5,3.5,0.0,0.0,0.0,0.0,solved,0.5012550950281041,200,0.22696587212450453,0,0.9998300373748021,1.0,True,1,0.55,0.64,2.1515422191642486e-06,solved,,L1_00096
1.5,0.0,-3.5,3.6666666666666665,0.0,0.0,0.0,0.0,solved,0.5261217886546787,200,0.23299948770684753,0,1.0000000019594961,1.0,True,1,0.57,0.90,4.985043556320985e-15,solved,,L1_00097
1.5,0.0,-3.5,3.833333333333333,0.0,0.0,0.0,0.0,solved,0.5511522500223994,200,0.23960435545126202,0,0.999887546080096,1.0,True,1,0.57,0.55,9.098743041224822e-07,solved,,L1_00098
1.5,0.0,-3.5,4.0,0.0,0.0,0.0,0.0,solved,0.5763167585591727,200,0.24676471659083465,0,0.999546803618885,1.0,True,1,0.53,0.45,8.082293314615185e-07,solved,,L1_00099
1.5,0.0,-3.3333333333333335,0.05,0.0,0.0,0.0,0.0,solved,0.007113029001634852,200,0.2548078571782007,0,0.9998644544162514,1.0,True,1,0.51,0.44,1.2862337983039324e-06,solved,,L1_00100
1.5,0.0,-3.3333333333333335,0.16666666666666666,0.0,0.0,0.0,0.0,solved,0.0236067268704937,200,0.24699035442362827,0,0.9998571683882627,1.0,True,1,0.51,0.46,6.664280977730641e-06,solved,,L1_00101
1.5,0.0,-3.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,solved,0.04742518626236694,200,0.23666929801421396,0,0.9994927587294407,1.0,True,1,0.49,0.27,4.1662552194549616e-05,solved,,L1_00102
1.5,0.0,-3.3333333333333335,0.5,0.0,0.0,0.0,0.0,solved,0.07107329472237017,200,0.22754509968801623,0,0.9998130318791406,1.0,True,1,0.49,0.48,0.00012289034882462246,solved,,L1_00103
1.5,0.0,-3.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,solved,0.0948444412228894,200,0.21934640199266534,0,0.9994586168477355,1.0,True,1,0.52,0.28,7.778436423189206e-06,solved,,L1_00104
1.5,0.0,-3.3333333333333335,0.8333333333333333,0.0,0.0,0.0,0.0,solved,0.11846132080264166,200,0.21226436560391987,0,0.9995974873551832,1.0,True,1,0.52,0.35,8.884625047445027e-06,solved,,L1_00105
1.5,0.0,-3.3333333333333335,1.0,0.0,0.0,0.0,0.0,solved,0.14220010766904695,200,0.2061642911634044,0,0.9996837958124002,1.0,True,1,0.55,0.34,4.344282420576384e-06,solved,,L1_00106
1.5,0.0,-3.3333333333333335,1.1666666666666665,0.0,0.0,0.0,0.0,solved,0.16600824452007523,200,0.20106404545178203,0,0.9997986272292083,1.0,True,1,0.55,0.45,4.71446262362285e-06,solved,,L1_00107
1.5,0.0,-3.3333333333333335,1.3333333333333333,0.0,0.0,0.0,0.0,solved,0.18978845756373997,200,0.19690186756062866,0,0.999772885015799,1.0,True,1,0.54,0.52,6.036157940370046e-06,solved,,L1_00108
1.5,0.0,-3.3333333333333335,1.5,0.0,0.0,0.0,0.0,solved,0.21358431681172693,200,0.19365975480539102,0,0.9997615012773292,1.0,True,1,0.54,0.44,5.437137592434471e-06,solved,,L1_00109
1.5,0.0,-3.3333333333333335,1.6666666666666665,0.0,0.0,0.0,0.0,solved,0.2374484497799333,200,0.19131361957013915,0,0.9997471154653961,1.0,True,1,0.56,0.50,2.8706629131014516e-06,solved,,L1_00110
1.5,0.0,-3.3333333333333335,1.8333333333333333,0.0,0.0,0.0,0.0,solved,0.26128298166201247,200,0.18983139358950346,0,0.9997353117352438,1.0,True,1,0.58,0.43,1.1735081715258389e-06,solved,,L1_00111
1.5,0.0,-3.3333333333333335,2.0,0.0,0.0,0.0,0.0,solved,0.2852398777227609,200,0.18918188053852525,0,0.999724982985953,1.0,True,1,0.57,0.42,1.9870249617880142e-06,solved,,L1_00112
1.5,0.0,-3.3333333333333335,2.1666666666666665,0.0,0.0,0.0,0.0,solved,0.309331312728401,200,0.1893345601686297,0,0.9997078732993099,1.0,True,1,0.57,0.42,2.11971135195832e-06,solved,,L1_00113
1.5,0.0,-3.3333333333333335,2.333333333333333,0.0,0.0,0.0,0.0,solved,0.3333909610816235,200,0.1902741856658487,0,0.9998081727083842,1.0,True,1,0.56,0.69,1.1306152955798668e-06,solved,,L1_00114
1.5,0.0,-3.3333333333333335,2.5,0.0,0.0,0.0,0.0,solved,0.3575891070945302,200,0.19194666428747684,0,0.9998300859517608,1.0,True,1,0.55,0.65,1.351270285915307e-06,solved,,L1_00115
1.5,0.0,-3.3333333333333335,2.6666666666666665,0.0,0.0,0.0,0.0,solved,0.3818867099982985,200,0.19433651046699546,0,0.9998947376782986,1.0,True,1,0.53,0.61,1.0611219707357122e-06,solved,,L1_00116
1.5,0.0,-3.3333333333333335,2.833333333333333,0.0,0.0,0.0,0.0,solved,0.40631201587475235,200,0.19739505499149784,0,0.9996456742386622,1.0,True,1,0.57,0.45,2.9877247320619915e-07,solved,,L1_00117
1.5,0.0,-3.3333333333333335,3.0,0.0,0.0,0.0,0.0,solved,0.4308469567364942,200,0.20112735326545883,0,0.9994179777700476,1.0,True,1,0.52,0.35,2.169274317564973e-06,solved,,L1_00118
1.5,0.0,-3.3333333333333335,3.1666666666666665,0.0,0.0,0.0,0.0,solved,0.4554826175967165,200,0.20552299743795654,0,0.9994321437440499,1.0,True,1,0.52,0.34,7.530145944567579e-07,solved,,L1_00119
1.5,0.0,-3.3333333333333335,3.333333333333333,0.0,0.0,0.0,0.0,solved,0.48024180406638417,200,0.21057373083486933,0,0.9999588814158286,1.0,True,1,0.59,0.53,2.4691400207776937e-06,solved,,L1_00120
